platform,media_id,language,tracker_language,tracker_date,genre,emotion,post_created_date,timestamp,data_fetched_time,permalink,reach,views,likes,comments,shares,total_interactions
Instagram,18154111315459166,en,English,31-03-2026,Off-beat,Surprise +VE,2026-03-31,2026-03-31T11:44:25+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjC6qylg4t/,1358,2209,4,0,12,19
Instagram,18088834322231733,en,English,31-03-2026,Off-beat,Shock -VE,2026-03-31,2026-03-31T10:38:21+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWi7Wy1lkTJ/,2912,5194,16,0,6,24
Instagram,18005730182857431,en,English,31-03-2026,Sports,Pride,2026-03-31,2026-03-31T09:59:12+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWi25GRgfs6/,1698,2803,22,0,0,22
Instagram,18099599218968565,en,English,31-03-2026,Sports,,2026-03-31,2026-03-31T09:10:47+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWixVj4F-JL/,2612,4188,13,0,0,14
Instagram,18059302115695533,en,English,31-03-2026,Off-beat,Fear/Concern,2026-03-31,2026-03-31T08:15:32+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWirA1ZF5VA/,2659,4529,19,0,31,53
Instagram,17883081534474978,en,English,31-03-2026,Politics,Heartwarming,2026-03-31,2026-03-31T08:13:34+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiqyb2Fodd/,1141,1856,2,0,0,2
Instagram,17958797525931527,en,English,31-03-2026,Off-beat,,2026-03-31,2026-03-31T08:05:50+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWip57iFm5c/,1619,2729,12,0,4,18
Instagram,17983611623980070,en,English,31-03-2026,Entertainment,Curiosity,2026-03-31,2026-03-31T07:21:24+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWik0SjlmEa/,1083,1709,16,0,0,16
Instagram,18121209493542551,en,English,31-03-2026,Sports,,2026-03-31,2026-03-31T04:25:29+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiQr1zl6s5/,1813,2879,11,2,0,14
Instagram,18115426600738432,hi,Hindi,03-31-2026,Lifestyle,Surprise +VE,2026-03-31,2026-03-31T15:23:24+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjb-meF5tK/,18,37,3,0,0,3
Instagram,18165038830417736,hi,Hindi,03-31-2026,Entertainment,Curiosity,2026-03-31,2026-03-31T13:43:23+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjQiPoFg7Y/,21,42,2,0,0,2
Instagram,18118249315652903,hi,Hindi,03-31-2026,Crime,Shock -VE,2026-03-31,2026-03-31T12:17:37+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjGteVl9Ci/,15,31,2,0,0,2
Instagram,17999931302873757,hi,Hindi,03-31-2026,Off-beat,Funny/ Laughter,2026-03-31,2026-03-31T10:19:08+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWi5KHRl1Wb/,11,20,2,0,0,2
Instagram,18116700988657362,hi,Hindi,03-31-2026,Sports,Sadness,2026-03-31,2026-03-31T08:47:30+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiurD8lw-p/,15,36,2,0,0,2
Instagram,18023130392820035,hi,Hindi,03-31-2026,Off-beat,Sadness,2026-03-31,2026-03-31T07:00:13+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiiZZUF-84/,14,27,2,0,0,3
Instagram,18038160677785066,hi,Hindi,03-31-2026,Current-Affairs,Breaking News,2026-03-31,2026-03-31T04:59:39+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiUmP-F80_/,19,44,2,0,0,2
Instagram,18104053687909038,hi,Hindi,03-31-2026,Off-beat,Controvery,2026-03-31,2026-03-31T03:15:34+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiIro9l4C3/,24,45,5,0,0,5
Instagram,18043703006530852,ml,Malayalam,31-03- 2026,Crime,Shocking,2026-03-31,2026-03-31T17:12:13+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjoblaliL1/,70,77,2,0,0,2
Instagram,18101348525485069,ml,Malayalam,31-03- 2026,Curent-Affairs,Happy,2026-03-31,2026-03-31T16:33:06+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjj9Ejlq45/,43,64,1,0,0,1
Instagram,17859929658653714,ml,Malayalam,31-03- 2026,Entertainment,Happy,2026-03-31,2026-03-31T14:19:20+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjUpI5F8Vb/,56,74,2,0,0,2
Instagram,17951024027964522,ml,Malayalam,31-03- 2026,Business,Happy,2026-03-31,2026-03-31T12:08:06+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjFoAslsLL/,38,52,1,0,0,1
Instagram,17880668223399153,ml,Malayalam,31-03- 2026,Crime,Sad,2026-03-31,2026-03-31T10:58:01+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWi9mt6F1tf/,52,70,3,0,0,3
Instagram,18150353473417157,ml,Malayalam,31-03- 2026,Curent-Affairs,Surprise,2026-03-31,2026-03-31T09:54:36+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWi2WY-FrsG/,39,58,2,0,0,2
Instagram,17886445995466417,ml,Malayalam,31-03- 2026,Politics,Shocking,2026-03-31,2026-03-31T09:22:42+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiysoNliSJ/,45,74,2,0,0,2
Instagram,18398985229146115,ml,Malayalam,31-03- 2026,International Politics,Shocking,2026-03-31,2026-03-31T07:20:05+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWikqpPFlYe/,69,105,1,0,0,3
Instagram,18103350391899196,ml,Malayalam,31-03- 2026,Curent-Affairs,Shocking,2026-03-31,2026-03-31T05:49:09+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiaQk9FiT6/,52,74,0,0,0,0
Instagram,17859975243567006,ml,Malayalam,31-03- 2026,Curent-Affairs,Curious,2026-03-31,2026-03-31T04:36:22+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiR7TulquG/,48,63,0,0,0,0
Instagram,17855907294632740,ta,Tamil,03-31-2026,Crime,Shocking,2026-03-31,2026-03-31T16:00:43+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjgP34F0yc/,55,71,3,0,0,3
Instagram,18061267451394147,ta,Tamil,03-31-2026,Entertainment,Happy,2026-03-31,2026-03-31T14:12:11+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjT1Qrlw1f/,44,61,2,0,0,2
Instagram,18131070796538625,ta,Tamil,03-31-2026,Politics,Shocking,2026-03-31,2026-03-31T12:51:34+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWjKmYDF9Ji/,47,66,1,0,0,1
Instagram,17930401803249523,ta,Tamil,03-31-2026,Politics,Shock,2026-03-31,2026-03-31T11:05:21+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWi-c2bFkYu/,44,60,3,0,0,3
Instagram,18120724966719687,ta,Tamil,03-31-2026,Curent-Affairs,Shock,2026-03-31,2026-03-31T09:50:38+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWi15aBFyqI/,55,75,2,0,0,2
Instagram,17960915105915659,ta,Tamil,03-31-2026,Off-beat,excitement,2026-03-31,2026-03-31T08:09:13+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiqSlRFp0i/,37,56,0,0,0,0
Instagram,18060451847680108,ta,Tamil,03-31-2026,Off-beat,Surprise,2026-03-31,2026-03-31T07:00:10+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiiYyMls3u/,61,88,2,0,0,2
Instagram,18581938849053514,ta,Tamil,03-31-2026,Entertainment,Happy,2026-03-31,2026-03-31T05:30:17+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiYGh-F7OU/,62,81,1,0,0,1
Instagram,18009655001696553,ta,Tamil,03-31-2026,Politics,excitement,2026-03-31,2026-03-31T04:15:37+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiPjpGlweO/,50,73,3,0,0,3
Instagram,18073583270556429,ta,Tamil,03-31-2026,Politics,Shock,2026-03-31,2026-03-31T02:58:47+0000,2026-04-03 23:30:53,https://www.instagram.com/p/DWiGw3lF9E-/,56,73,2,0,0,2
Instagram,18204800035326581,en,English,04-01-2026,Current-Affairs,Fear/Concern,2026-04-01,2026-04-01T16:13:05+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWmGdOIFs6k/,1562,2547,11,0,5,16
Instagram,18575273098042282,en,English,01-04-2026,Entertainment,Controversy,2026-04-01,2026-04-01T14:00:40+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWl3Tdulu5R/,1753,3296,16,0,2,19
Instagram,18098688415968138,en,English,01-04-2026,Politics,Patriotism,2026-04-01,2026-04-01T13:31:47+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlz_53lxEC/,662,962,5,0,0,5
Instagram,18060014981418492,en,English,01-04-2026,Current-Affairs,Breaking News,2026-04-01,2026-04-01T13:10:27+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlxjqRF3oy/,2288,3724,12,0,3,15
Instagram,18005559065717069,en,English,04-01-2026,Crime,Shock -VE,2026-04-01,2026-04-01T12:00:48+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlplYjF70K/,1353,2302,12,0,1,14
Instagram,17983660400981594,en,English,01-04-2026,Politics,Fear/Concern,2026-04-01,2026-04-01T11:51:31+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWloh18l24m/,1510,2470,18,0,1,21
Instagram,18135663853523750,en,English,04-01-2026,Current-Affairs,Shock -VE,2026-04-01,2026-04-01T11:15:22+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlkYt_Ekoq/,831,1316,9,0,0,9
Instagram,18098900848997823,en,English,04-01-2026,Entertainment,Happiness,2026-04-01,2026-04-01T10:20:54+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWleJrQDy5Y/,2335,4084,70,0,21,93
Instagram,18102163106298132,en,English,04-01-2026,Entertainment,Sadness,2026-04-01,2026-04-01T09:50:42+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlasQPFxKs/,1857,2970,12,0,6,19
Instagram,18019280408819626,en,English,04-01-2026,Entertainment,Fandom,2026-04-01,2026-04-01T09:04:11+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlVX0SFgci/,3064,4709,40,0,4,46
Instagram,17871535848592459,en,English,04-01-2026,Crime,Shock -VE,2026-04-01,2026-04-01T08:27:28+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlRLCeF_Vt/,5388,9233,33,1,15,59
Instagram,17987105840794403,en,English,04-01-2026,International Politics,Shock -VE,2026-04-01,2026-04-01T06:18:28+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlCaNwibhG/,1044,1590,6,0,0,6
Instagram,18072368246240393,en,English,04-01-2026,Sports,Curiosity,2026-04-01,2026-04-01T03:10:56+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWks8Y2iPqm/,4626,7395,70,0,5,77
Instagram,18076235936402066,hi,Hindi,04-01-2026,Current-Affairs,Surprise +VE,2026-04-01,2026-04-01T15:11:06+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWl_XPrF2ca/,17,31,3,0,0,3
Instagram,18071402297640692,hi,Hindi,04-01-2026,Entertainment,Controvery,2026-04-01,2026-04-01T13:49:17+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWl2AFrFnKl/,14,24,3,0,0,3
Instagram,18101017648760385,hi,Hindi,04-01-2026,Crime,Anger/ Rage,2026-04-01,2026-04-01T11:45:19+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWln0Szl3SD/,15,30,4,0,0,4
Instagram,18060755441679163,hi,Hindi,04-01-2026,Off-beat,Heartwarming,2026-04-01,2026-04-01T10:19:55+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWleCnAlp3T/,14,31,3,0,5,8
Instagram,18174332704396232,hi,Hindi,04-01-2026,Off-beat,Surprise +VE,2026-04-01,2026-04-01T08:40:28+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlSqchF8L6/,19,30,5,0,0,5
Instagram,17986047980976393,hi,Hindi,04-01-2026,Current-Affairs,Breaking News,2026-04-01,2026-04-01T07:04:11+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlHpAzlkRi/,19,42,3,0,0,3
Instagram,18406895227182530,hi,Hindi,04-01-2026,Job,Shock -VE,2026-04-01,2026-04-01T05:01:26+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWk5k_nCMlo/,20,42,4,0,0,4
Instagram,17994606068945816,hi,Hindi,04-01-2026,Off-beat,Heartwarming,2026-04-01,2026-04-01T03:14:57+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWktaL7l1rS/,21,40,2,0,0,2
Instagram,17930760639230333,ml,Malayalam,01-04- 2026,Crime,Shocking,2026-04-01,2026-04-01T17:32:58+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWmPmMGlyEX/,47,70,2,0,0,3
Instagram,18129108439493607,ml,Malayalam,01-04- 2026,Entertainment,Curious,2026-04-01,2026-04-01T14:45:54+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWl8epqFnKd/,75,121,0,0,0,0
Instagram,17862422880670626,ml,Malayalam,01-04- 2026,Crime,Shocking,2026-04-01,2026-04-01T13:48:09+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWl13v1F-_P/,50,82,1,0,0,1
Instagram,18592543267047688,ml,Malayalam,01-04- 2026,Curent-Affairs,Shocking,2026-04-01,2026-04-01T10:47:39+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlhN_ZlyMu/,42,70,2,0,0,2
Instagram,17846011839695238,ml,Malayalam,01-04- 2026,Curent-Affairs,Shocking,2026-04-01,2026-04-01T09:14:28+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlWjN6F_wt/,51,101,1,0,0,1
Instagram,17944801005149779,ml,Malayalam,01-04- 2026,Politics,Happy,2026-04-01,2026-04-01T08:50:54+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlT2nmlpVm/,46,67,1,0,0,1
Instagram,18573949222057690,ml,Malayalam,01-04- 2026,Entertainment,Anger,2026-04-01,2026-04-01T06:11:18+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlBlwZFlCG/,67,104,4,0,0,4
Instagram,18086431691589226,ml,Malayalam,01-04- 2026,Business,Shocking,2026-04-01,2026-04-01T04:40:37+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWk3NLVCNG9/,47,87,0,0,0,0
Instagram,18097804793046384,ml,Malayalam,01-04- 2026,International Politics,Shocking,2026-04-01,2026-04-01T03:05:02+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWksQ5zCFEe/,42,55,1,0,0,1
Instagram,18000820274877389,ta,Tamil,04-01-2026,Curent-Affairs,Shock,2026-04-01,2026-04-01T16:03:00+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWmFTUuFnLX/,59,76,2,0,0,2
Instagram,17927601258252463,ta,Tamil,04-01-2026,Off-beat,Proud,2026-04-01,2026-04-01T14:01:37+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWl3aYgF6XY/,56,73,0,0,0,1
Instagram,18059114390652012,ta,Tamil,04-01-2026,Business,Surprise,2026-04-01,2026-04-01T12:55:59+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlv5v-lyiR/,43,53,1,0,0,1
Instagram,17966153502049444,ta,Tamil,04-01-2026,Politics,Curious,2026-04-01,2026-04-01T11:06:16+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWljWaJlvwI/,52,61,0,0,0,0
Instagram,18096282461015528,ta,Tamil,04-01-2026,Job,Shock,2026-04-01,2026-04-01T09:32:56+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlYq0XlkC7/,45,48,2,0,0,2
Instagram,18088928105187522,ta,Tamil,04-01-2026,Curent-Affairs,Shock,2026-04-01,2026-04-01T08:15:36+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlP0Nel2Cy/,40,50,1,0,0,1
Instagram,18572298715016039,ta,Tamil,04-01-2026,Curent-Affairs,Shocking,2026-04-01,2026-04-01T07:00:54+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWlHRB4Flfv/,51,60,1,0,0,1
Instagram,18079248017384932,ta,Tamil,04-01-2026,Sports,Emotion,2026-04-01,2026-04-01T05:32:29+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWk9JGsCFfj/,50,68,2,0,0,2
Instagram,17895474693427754,ta,Tamil,04-01-2026,Entertainment,Sad,2026-04-01,2026-04-01T04:17:40+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWk0lu1F7pp/,74,98,2,0,0,2
Instagram,18111248494700327,ta,Tamil,04-01-2026,Politics,Shocking,2026-04-01,2026-04-01T03:00:33+0000,2026-04-04 23:30:25,https://www.instagram.com/p/DWkrwC4CM2-/,51,63,3,0,0,3
Instagram,18138970618516924,en,English,04-02-2026,Off-beat,Heartwarming,2026-04-02,2026-04-02T14:06:52+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWoczc2jggH/,7824,12886,107,0,6,117
Instagram,17890912446325091,en,English,04-02-2026,Politics,Shock -VE,2026-04-02,2026-04-02T09:03:23+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWn6GC0AYYd/,1840,3194,34,1,3,39
Instagram,18147805252473916,en,English,04-02-2026,Entertainment,Controversy,2026-04-02,2026-04-02T08:01:41+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWnzCIqjjhj/,3650,10740,13,0,0,15
Instagram,17962276941061167,en,English,04-02-2026,Entertainment,Fandom,2026-04-02,2026-04-02T07:43:42+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWnw-azgR20/,1470,3816,48,0,3,56
Instagram,18110873785765800,en,English,04-02-2026,Current-Affairs,Surprise +VE,2026-04-02,2026-04-02T07:08:05+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWns5iTDonF/,750,1212,4,0,0,5
Instagram,18122066806721714,en,English,04-02-2026,Off-beat,Shock -VE,2026-04-02,2026-04-02T05:44:16+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWnjTjADmUd/,1187,1925,3,0,0,4
Instagram,17927045523256405,en,English,04-02-2026,Off-beat,Wow! Amazing!,2026-04-02,2026-04-02T05:09:40+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWnfWQMDseN/,764,1277,1,0,0,3
Instagram,18079398665626704,hi,Hindi,04-02-2026,Off-beat,Anger/ Rage,2026-04-02,2026-04-02T14:59:49+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWoi3pileoB/,23,47,3,0,0,3
Instagram,17924085576101024,hi,Hindi,04-02-2026,Crime,Shock -VE,2026-04-02,2026-04-02T14:15:40+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWodz7Djomq/,14,26,2,0,0,2
Instagram,18070631198267830,hi,Hindi,04-02-2026,Politics,Shock -VE,2026-04-02,2026-04-02T12:13:59+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWoP6C5CUVs/,19,44,3,0,0,3
Instagram,18187425907364930,hi,Hindi,04-02-2026,Current-Affairs,Wow! Amazing!,2026-04-02,2026-04-02T10:38:55+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWoFBvECY0E/,16,34,3,0,0,3
Instagram,17852704125645013,hi,Hindi,04-02-2026,Entertainment,Happiness/ Joy,2026-04-02,2026-04-02T09:10:10+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWn63rHCWiE/,11,22,3,0,0,3
Instagram,17883996984496198,hi,Hindi,04-02-2026,Off-beat,Heartwarming,2026-04-02,2026-04-02T07:22:28+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWnuXlsCdsZ/,15,28,2,0,0,2
Instagram,17886665061466736,hi,Hindi,04-02-2026,Current-Affairs,Breaking News,2026-04-02,2026-04-02T05:24:06+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWng4BeCVSb/,13,27,1,0,0,1
Instagram,17856601977631247,hi,Hindi,04-02-2026,Off-beat,Funny/ Laughter,2026-04-02,2026-04-02T03:28:48+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWnTl5fiSZ9/,14,30,3,0,0,3
Instagram,18104032855726323,ml,Malayalam,02-04- 2026,Lifestyle,Sad,2026-04-02,2026-04-02T17:10:00+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWoxxB5l9f3/,33,50,0,0,0,0
Instagram,18011159468691462,ml,Malayalam,02-04- 2026,Spiritual,Shocking,2026-04-02,2026-04-02T16:31:43+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWotYvul6nH/,30,42,0,0,0,0
Instagram,18063459146354094,ml,Malayalam,02-04- 2026,Crime,Shocking,2026-04-02,2026-04-02T15:09:54+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWokBSuFxxd/,38,58,1,0,0,1
Instagram,18317813611252682,ml,Malayalam,02-04- 2026,Curent-Affairs,Shocking,2026-04-02,2026-04-02T14:37:38+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWogUmsiWJ8/,25,42,0,0,0,0
Instagram,17932911156230123,ta,Tamil,04-02-2026,Politics,excitement,2026-04-02,2026-04-02T16:52:34+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWovxWQF50-/,66,89,3,0,0,3
Instagram,18078217601140859,ta,Tamil,04-02-2026,Curent-Affairs,excitement,2026-04-02,2026-04-02T16:03:46+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWoqL-Ll9KG/,38,53,0,0,0,0
Instagram,17929726632068653,ta,Tamil,04-02-2026,Off-beat,Emotion,2026-04-02,2026-04-02T15:27:30+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWomCQRjKqM/,56,73,0,0,0,0
Instagram,18093626558155651,ta,Tamil,04-02-2026,Politics,empathy,2026-04-02,2026-04-02T14:46:20+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWohU0AF3CQ/,62,79,1,0,0,1
Instagram,18060109955409303,ta,Tamil,04-02-2026,Politics,Shocking,2026-04-02,2026-04-02T14:09:55+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWodKI5jqB6/,50,76,0,0,0,0
Instagram,17891503689445948,ta,Tamil,04-02-2026,Politics,Surprise,2026-04-02,2026-04-02T14:01:34+0000,2026-04-05 23:30:50,https://www.instagram.com/p/DWocMdWjnnc/,55,74,1,0,0,1
Instagram,17907926118200539,en,English,04-03-2026,Politics,Controversy,2026-04-03,2026-04-03T13:26:37+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWq8_ioDHUe/,823,1376,10,0,0,10
Instagram,18078987689423082,en,English,04-03-2026,Entertainment,Surprise +VE,2026-04-03,2026-04-03T12:52:54+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWq5JNJjJeK/,1650,2643,17,0,0,17
Instagram,18115754401709781,en,English,04-03-2026,Entertainment,Controversy,2026-04-03,2026-04-03T11:28:45+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqvggnjPv1/,1110,1822,5,1,1,7
Instagram,17876026287558910,en,English,04-03-2026,Int others,Controversy,2026-04-03,2026-04-03T09:24:13+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqhQHjl_Tv/,71233,132428,1144,108,11752,13436
Instagram,18059786756433991,en,English,04-03-2026,Current-Affairs,Anger,2026-04-03,2026-04-03T08:32:03+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqbSW9lxzi/,937,1531,3,0,0,3
Instagram,18138531829510492,en,English,04-03-2026,Current-Affairs,Curiosity,2026-04-03,2026-04-03T03:31:08+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWp42QWF6fJ/,974,1509,5,0,0,5
Instagram,18078575123411489,hi,Hindi,04-03-2026,Off-beat,Surprise +VE,2026-04-03,2026-04-03T15:09:13+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWrIvHsFya4/,18,29,2,0,0,2
Instagram,18100951075941817,hi,Hindi,04-03-2026,Lifestyle,Curiosity,2026-04-03,2026-04-03T12:53:56+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWq5QTeDAiT/,22,41,2,0,0,2
Instagram,18075144212636899,hi,Hindi,04-03-2026,Int others,Controvery,2026-04-03,2026-04-03T10:09:33+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqmcdXjMpm/,42,37,3,0,0,3
Instagram,18104886655924164,hi,Hindi,04-03-2026,Crime,Anger/ Rage,2026-04-03,2026-04-03T07:15:31+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqShyul9mU/,23,40,2,0,0,2
Instagram,18112234576688443,hi,Hindi,04-03-2026,Entertainment,Controvery,2026-04-03,2026-04-03T03:47:11+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWp6stuCeEd/,18,32,2,0,0,2
Instagram,18049356401723885,ml,Malayalam,03-04- 2026,Politics,Curious,2026-04-03,2026-04-03T16:14:01+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWrQJwmDNCK/,47,63,1,0,0,1
Instagram,18573696523030640,ml,Malayalam,03-04- 2026,Business,Shocking,2026-04-03,2026-04-03T12:24:24+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWq14DMDBc0/,31,46,0,0,0,0
Instagram,18347078287208908,ml,Malayalam,03-04- 2026,Crime,Sad,2026-04-03,2026-04-03T11:44:58+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqxXJklzHi/,33,43,0,0,0,0
Instagram,18169685539366157,ml,Malayalam,03-04- 2026,Off-beat,Shocking,2026-04-03,2026-04-03T11:09:57+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqtW35DMSK/,29,39,0,0,0,0
Instagram,18053776574495432,ml,Malayalam,03-04- 2026,Politics,Curious,2026-04-03,2026-04-03T09:56:57+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqlAA0l4Ld/,34,49,0,0,0,0
Instagram,17891405139321133,ml,Malayalam,03-04- 2026,International Politics,Shocking,2026-04-03,2026-04-03T09:16:23+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqgW5VF4S0/,33,47,0,0,0,0
Instagram,18099297683477291,ml,Malayalam,03-04- 2026,Crime,Shock,2026-04-03,2026-04-03T08:45:36+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqc1JiFxFY/,40,56,1,0,0,1
Instagram,18082885700343836,ml,Malayalam,03-04- 2026,Off-beat,Shocking,2026-04-03,2026-04-03T05:57:11+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWqJj6Ul5ez/,37,64,3,0,0,3
Instagram,17973083793033472,ml,Malayalam,02-04- 2026,Crime,Shocking,2026-04-03,2026-04-03T03:47:05+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWp6qqFCF3E/,43,67,2,0,0,2
Instagram,18124433944595069,ta,Tamil,04-03-2026,Politics,Shocking,2026-04-03,2026-04-03T15:06:09+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWrIY1pFzQv/,44,63,2,0,0,2
Instagram,18079234391573098,ta,Tamil,04-03-2026,Curent-Affairs,Fear/Concern,2026-04-03,2026-04-03T13:02:05+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWq6McFiWZx/,40,61,2,0,0,2
Instagram,17888283180456451,ta,Tamil,04-03-2026,Politics,Curious,2026-04-03,2026-04-03T11:22:34+0000,2026-04-06 23:30:38,https://www.instagram.com/p/DWquzNFlxn-/,34,48,2,0,0,2
